23.2083207535,7.87824074,5.955092593,38.59347421,1.327087849,0.037,0.276,1.727,0.539,0.258
21.7867055666,0.524074074,-4.664351852,88.7493601,2.868686432,0.04,0.223,2.708,0.255,0.5
21.6529531442,-6.042685218,-7.169074074,0,0,0.042,0.189,2.685,0.452,0.239
22.519644812,0.061574074,-4.58287037,0,0,0.013,0.253,2.576,0.275,0.246
18.8444913416,-12.34305556,-15.38657407,48.761089,990.0361228,0.033,0.137,2.835,0.418,0.352
23.3903211649,13.46296296,3.194444444,213.518119,75.10424193,0.038,0.118,1.968,0.326,0.432
24.762995791,15.56064815,11.22592593,0,0,0.027,0.241,2.663,0.38,0.328
21.9382895386,2.585185185,0.87037037,0,0,0.015,0.148,2.416,0.282,0.253
22.8552082731,12.48148148,9.396296296,0,0,0.013,0.207,1.96,0.634,0.211
26.5506710828,22.66736111,12.76365741,332.1380565,204.3379282,0.046,0.197,2.55,0.592,0.396
24.5951801015,6.848148148,-3.418518519,0,0,0.036,0.245,2.141,0.628,0.313
26.3749833394,16.19212963,2.742592593,91.86259795,194.4748692,0.038,0.14,2.973,0.619,0.224
23.5810156031,11.66759259,10.85092593,0,0,0.02,0.209,2.295,0.333,0.286
24.1055759112,6.144907408,4.651851852,0,0,0.016,0.074,2.909,0.644,0.19
20.4092405404,-0.977314815,-3.59537037,0,0,0.021,0.204,2.746,0.445,0.198
21.3291274271,9.722685185,8.868055556,0,0,0.045,0.143,2.466,0.323,0.298
23.388506502,0.910185185,-3.655555556,0,0,0.047,0.248,1.561,0.363,0.162
22.908404337,4.616203704,3.628703704,56.61082617,1.836521852,0.049,0.252,2.235,0.501,0.18
21.662502283,3.910185185,2.298611111,10.89050376,1.272647055,0.018,0.269,1.608,0.561,0.183
24.1372451856,9.812685186,-2.586111111,0,0,0.017,0.095,1.913,0.506,0.215
25.121229099,10.43425926,-3.818518519,0,0,0.048,0.105,1.578,0.317,0.488
22.4071066141,10.80787037,7.697222222,0,0,0.045,0.29,1.803,0.462,0.462
21.9754271273,-0.423611111,-3.60462963,0,0,0.037,0.298,1.815,0.606,0.484
20.959416964,14.08472222,10.13287037,101.133013,182.5584004,0.047,0.268,1.624,0.271,0.473
23.670711325,5.243518519,2.731018519,125.4072389,5.317300911,0.026,0.228,2.458,0.438,0.478
21.9453131092,-0.293518519,-1.5875,100.7498153,3.305214786,0.048,0.063,2.796,0.596,0.466
23.6869629557,11.86527778,8.020833333,31.78632663,0.645018313,0.013,0.219,2.107,0.474,0.355
25.0390902079,-3.150925926,-10.64351852,167.4048351,35.48894163,0.044,0.158,2.184,0.572,0.288
21.3697759754,0.618055704,-4.101455088,0,0,0.048,0.063,2.796,0.596,0.466
25.3858386641,12.01527778,5.033796296,130.0649458,96.06795497,0.047,0.283,2.367,0.476,0.379
23.6621700581,4.684722222,2.676851852,0,0,0.048,0.063,2.796,0.596,0.466
21.810801902,10.45740741,10.01388889,68.8259298,0.023655437,0.019,0.147,2.405,0.471,0.283
22.8906089039,7.827314815,3.784722222,0,0,0.011,0.296,2.861,0.29,0.423
20.6580036074,3.653703704,1.591203704,0,0,0.048,0.105,1.578,0.317,0.488
24.0520152894,5.716666667,-1.018518519,0,0,0.017,0.075,2.18,0.648,0.484
21.4100072088,7.556481481,7.394907407,0,0,0.026,0.054,1.559,0.331,0.227
24.0449225809,14.19814815,7.599074074,121.179603,1.747472843,0.032,0.266,2.064,0.36,0.435
21.4036948749,5.835648148,5.407407407,0,0,0.015,0.129,2.686,0.575,0.467
24.1319812074,3.411111111,-0.537962963,0,0,0.044,0.158,2.184,0.572,0.288
24.9270527964,5.62037037,4.984722222,23.39461127,0.140723631,0.028,0.209,1.932,0.551,0.259
21.3801556883,-3.02962963,-6.9125,115.6657854,93.59357878,0.022,0.16,2.328,0.384,0.154
21.4874985435,-1.846296296,-8.456944444,0,0,0.031,0.189,1.52,0.436,0.234
22.3073462422,1.82037037,-1.757407407,0,0,0.012,0.172,1.991,0.329,0.391
21.0466741068,-1.704166667,-5.746296296,131.8671504,13.5818905,0.021,0.195,2.305,0.624,0.337
20.3877613816,-8.788425926,-12.06666667,8.500066467,189.3318053,0.016,0.109,1.698,0.281,0.159
21.8429086263,2.561111111,0.874537037,0,0,0.048,0.102,1.511,0.612,0.251
22.1453871491,-2.609259259,-11.17638889,60.34260931,561.4811073,0.036,0.245,2.141,0.628,0.313
25.0800716445,23.25833333,12.98055556,217.7837897,143.8999343,0.035,0.115,2.562,0.364,0.236
23.3237428257,-3.192592593,-6.879166667,113.6470537,3.214259658,0.049,0.25,1.686,0.61,0.264
20.7953976551,3.870833334,3.008796296,0.110219213,0.064864364,0.012,0.123,2.313,0.369,0.349
22.4964550597,0.886111111,-4.473148148,110.7007419,3.967109829,0.035,0.231,2.51,0.397,0.406
21.034841462,-10.475,-16.51157407,0,0,0.022,0.186,2.761,0.31,0.255
23.4979293509,-1.116203704,-10.59768519,0,0,0.032,0.193,2.528,0.531,0.384
21.4549822005,6.2625,-1.445833333,0,0,0.026,0.154,2.963,0.519,0.458
22.5320464893,-2.177777778,-8.659722222,178.8928413,163.1403544,0.036,0.285,2.032,0.444,0.174
20.3666986962,-0.348148148,-4.73287037,148.6539444,47.88685724,0.012,0.089,2.785,0.298,0.308
21.6662705491,6.452777778,4.866666667,0,0,0.038,0.118,1.968,0.326,0.432
27.1613337031,8.892592593,-1.582407407,0,0,0.03,0.152,1.851,0.555,0.254
23.8941144864,-1.019907408,-4.343981482,0,0,0.029,0.288,1.862,0.597,0.177
25.2337570415,10.8337963,-2.958333333,0,0,0.037,0.298,1.815,0.606,0.484
22.9560536698,13.06388889,12.8125,15.50252714,57.15183259,0.01,0.214,2.631,0.481,0.43
24.2057278939,6.106481482,-0.452314815,0,0,0.031,0.175,1.983,0.492,0.487
22.3465860556,4.130555556,-0.799074074,0,0,0.035,0.199,2.557,0.266,0.209
23.7799804805,-0.2,-9.3625,0,0,0.035,0.115,2.562,0.364,0.236
23.0878613359,1.7625,-1.752777778,0,0,0.029,0.288,1.862,0.597,0.177
20.6529887127,-2.065277778,-10.01064815,155.6800767,671.0816126,0.036,0.142,1.703,0.355,0.292
24.9391116321,6.999074074,-2.668518519,1.037930349,2.969486809,0.017,0.17,1.786,0.577,0.412
26.2298437335,20.43101852,12.24074074,205.3400428,415.5360621,0.037,0.276,1.727,0.539,0.258
19.1487608193,-3.338888889,-10.56574074,121.065677,433.3324601,0.03,0.109,2.291,0.535,0.157
20.9353910266,-0.348148148,-4.73287037,148.6539444,47.88685724,0.039,0.156,2.162,0.467,0.354
22.075742012,17.22222222,3.746296296,147.016249,734.839768,0.033,0.137,2.835,0.418,0.352
24.0607746501,17.28518519,14.09305556,185.8462916,384.0969272,0.037,0.265,1.746,0.374,0.266
21.7066636377,2.506018519,2.212962963,0,0,0.027,0.241,2.663,0.38,0.328
21.229207258,7.606481481,7.484722222,0.618488638,0.483856112,0.038,0.1,2.888,0.617,0.363
21.1251322398,-9.525462963,-14.65185185,0,0,0.045,0.132,2.384,0.4,0.397
20.962363236,-6.97037037,-8.424537037,0,0,0.019,0.163,2.619,0.384,0.37
22.2402807904,9.347685185,7.891666667,81.81614776,1.149811684,0.028,0.25,2.16,0.25,0.347
25.458224587,6.743518519,-0.054166667,0,0,0.021,0.195,2.305,0.624,0.337
20.6992563987,1.968518518,-0.499074074,0,0,0.033,0.282,2.777,0.463,0.497
23.3955970169,6.589351852,-5.739814815,0,0,0.022,0.186,2.761,0.31,0.255
21.5797227501,-0.988425926,-6.731018519,0,0,0.015,0.238,2.517,0.34,0.394
24.7128999754,-3.622685185,-10.84398148,0,0,0.014,0.203,1.823,0.466,0.199
23.4476413308,14.57916667,13.92268519,203.5163375,5.73390939,0.029,0.173,2.735,0.299,0.429
21.3106761831,-5.298148148,-6.59537037,0,0,0.034,0.125,2.271,0.258,0.333
25.1560340327,2.969444445,-11.33055556,113.3794111,929.8101579,0.038,0.118,1.968,0.326,0.432
23.8956272506,16.82222222,11.27592593,135.3834952,1.872816162,0.04,0.223,2.708,0.255,0.5
24.2169366537,15.25462963,11.51574074,0,0,0.011,0.088,1.601,0.578,0.41
25.4369518989,17.03564815,3.235648148,109.411862,823.0147126,0.014,0.217,2.057,0.307,0.223
22.8381288066,0.009722222,-3.825,151.797336,214.8489322,0.045,0.051,2.479,0.637,0.171
21.9020636712,10.16944444,9.037037037,0,0,0.037,0.053,1.977,0.389,0.351
19.5185714569,1.316203704,0.87962963,0,0,0.019,0.061,2.126,0.304,0.366
22.3917901391,18.26851852,12.01296296,158.0398882,135.6325242,0.036,0.237,2.633,0.488,0.289
21.8155579442,8,7.796759259,61.00516651,0.990875153,0.026,0.291,1.532,0.403,0.206
24.5071969887,20.15231481,10.47546296,0,0,0.048,0.182,2.597,0.289,0.151
21.8000958499,7.151851852,6.792592593,31.71518213,0.372330412,0.041,0.261,2.962,0.621,0.316
26.3891637648,12.31898148,-5.29212963,126.8308636,878.7525098,0.044,0.069,2.283,0.523,0.339
21.4940641881,10.25648148,9.603240741,0,0,0.01,0.214,2.631,0.481,0.43
20.7665258685,11.35324074,11.15601852,0,0,0.024,0.079,2.428,0.484,0.343
19.5196129671,-11.63101852,-13.9212963,0,0,0.023,0.199,2.921,0.622,0.377
20.7516179047,-2.743518519,-4.92037037,0,0,0.025,0.246,2.446,0.394,0.182
20.2564056157,-10.27685185,-14.43240741,21.40293151,7.78041555,0.028,0.209,1.932,0.551,0.259
22.0204547824,2.623148148,1.417592593,0,0,0.016,0.109,1.698,0.281,0.159
21.4532088269,-0.047222222,-3.558333333,44.07121349,224.1218888,0.035,0.115,2.562,0.364,0.236
20.5183263808,-6.781018519,-12.71805556,0,0,0.027,0.239,2.036,0.514,0.415
22.1316516859,10.12453704,6.963425926,0,0,0.024,0.23,1.781,0.356,0.231
22.2519002833,7.226388889,5.404166667,0,0,0.042,0.134,2.098,0.529,0.424
23.0182983692,-3.550925926,-10.92314815,239.4892814,110.3499523,0.015,0.129,2.686,0.575,0.467
20.2126137448,-2.482208977,-4.884722157,0,0,0.04,0.06,2.802,0.499,0.294
23.6339454341,14.66018519,7.453703704,126.6249592,25.85299279,0.049,0.263,1.583,0.32,0.317
22.2518438613,13.97222222,11.71666667,0,0,0.027,0.221,2.851,0.572,0.246
20.4087628439,-8.79537037,-13.49074074,169.5122926,61.34909435,0.017,0.17,1.786,0.577,0.412
19.2610905801,-8.70462963,-10.7037037,0,0,0.027,0.086,2.136,0.373,0.24
20.5311682831,-3.313888889,-10.55509259,0,0,0.019,0.191,2.986,0.342,0.449
20.2951608143,-5.426851852,-9.468518519,0,0,0.047,0.268,1.624,0.271,0.473
18.96888517,-8.910185185,-11.1125,0,0,0.026,0.154,2.963,0.519,0.458
20.1165060012,-0.833333333,-4.148148148,0,0,0.028,0.083,1.996,0.556,0.33
21.0959499183,1.717592593,-0.850925926,0,0,0.012,0.172,1.991,0.329,0.391
23.8425557645,7.277314815,6.038425926,0,0,0.033,0.15,2.677,0.414,0.475
20.206528631,1.778240741,0.429166667,2.029579907,1.020780597,0.034,0.125,2.271,0.258,0.333
21.9929492209,2.219444444,-5.468055556,0,0,0.013,0.151,1.738,0.512,0.319
22.2897073055,4.713425926,1.224074074,0,0,0.031,0.139,2.203,0.509,0.301
22.1679273698,8.751851852,6.899074074,162.367847,86.00095061,0.013,0.151,1.738,0.512,0.319
19.0319839403,-10.86018518,-14.86527778,0,0,0.041,0.164,2.595,0.334,0.403
22.5314442666,2.022685185,-1.381481481,0,0,0.031,0.175,1.983,0.492,0.487
21.1894088225,-4.141666667,-6.221296296,14.26292143,0.140715296,0.011,0.296,2.861,0.29,0.423
22.0679580351,6.002314815,5.093055556,0.560060314,0.510648114,0.033,0.15,2.677,0.414,0.475
24.1633894145,1.372685185,-10.40601852,72.86745452,877.9836967,0.035,0.115,2.562,0.364,0.236
23.569414733,15.68611111,11.41759259,0,0,0.026,0.228,2.458,0.438,0.478
23.2748656312,0.068518519,-1.877314815,0,0,0.036,0.159,1.875,0.521,0.192
21.6344354148,-3.790277778,-8.121759259,0,0,0.035,0.115,2.562,0.364,0.236
20.4916906155,3.716203704,2.467592593,0,0,0.011,0.292,2.916,0.631,0.404
22.6194547514,8.001851852,6.789814815,0,0,0.04,0.205,2.998,0.416,0.419
23.1093483173,9.308410537,3.614660426,0,0,0.039,0.156,2.162,0.467,0.354
21.2057858033,-0.341203704,-3.459259259,0,0,0.026,0.054,1.559,0.331,0.227
19.9739765476,-1.631944444,-3.914814815,1.289313342,0.646288576,0.044,0.069,2.283,0.523,0.339
20.7973155996,7.79537037,7.102314815,0,0,0.04,0.082,2.812,0.294,0.345
19.0882039157,-4.088888889,-6.799537037,0,0,0.018,0.065,2.869,0.568,0.339
24.4430958978,17.68842593,12.1,0,0,0.022,0.284,2.393,0.314,0.452
23.7328776849,5.727314815,2.207407407,121.1736261,5.711467849,0.029,0.12,2.953,0.441,0.203
20.1447592079,-12.39814815,-15.62731481,0,0,0.049,0.234,2.657,0.59,0.244
23.5385521154,3.208333333,-5.214814815,0,0,0.031,0.286,2.77,0.288,0.39
18.4188893973,3.812962963,3.650462963,76.24646948,0.462863354,0.04,0.082,2.812,0.294,0.345
22.283175661,5.643981481,1.530092593,0,0,0.014,0.203,1.823,0.466,0.199
28.6250915058,18.5587963,11.30138889,0,0,0.03,0.276,2.413,0.633,0.477
26.1738150281,24.8962963,11.89398148,135.2397277,521.4076826,0.035,0.231,2.51,0.397,0.406
21.138638093,-0.954166667,-3.824074074,0,0,0.043,0.192,2.438,0.457,0.325
20.8810043452,7.679629629,-0.591203704,17.3957531,6.23153905,0.022,0.107,2.273,0.371,0.379
25.249917492,4.6375,0.159722222,0,0,0.018,0.269,1.608,0.561,0.183
21.4623651789,0.528240741,-5.415277778,171.61996,26.75134063,0.015,0.086,2.742,0.253,0.493
22.5185417435,17.22083334,12.99537037,0,0,0.017,0.128,2.818,0.34,0.175
23.4972842871,-4.217592593,-11.90925926,0,0,0.039,0.168,2.109,0.641,0.438
21.3935149329,1.66712963,-3.619907407,90.51934515,2.224111912,0.014,0.093,2.193,0.434,0.447
22.6969150429,-2.184722222,-6.481944445,0,0,0.045,0.051,2.479,0.637,0.171
26.2161724004,16.43518519,12.00833333,167.5601412,28.20691435,0.026,0.291,1.532,0.403,0.206
22.7132987764,2.993981482,-0.371296296,0,0,0.038,0.118,1.968,0.326,0.432
22.6023034479,13.23240741,11.33518519,0,0,0.022,0.114,2.344,0.589,0.365
22.3468385812,11.2412037,10.825,36.45374624,3.118783382,0.014,0.093,2.193,0.434,0.447
24.9945443093,6.009259259,-0.258796296,0,0,0.048,0.102,1.511,0.612,0.251
20.9006666573,3.975462963,1.576388889,31.6768536,8.977187975,0.022,0.114,2.344,0.589,0.365
22.8822347538,-6.223148148,-12.75,0,0,0.047,0.248,1.561,0.363,0.162
