# # iwNorthAvgTemp,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,pickedRoofInsuThickness,extWinU,extWinSHGC,intMass,infilRate
1.837914749859999830e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.920000000000000284e+01,5.071759259000000242e+00,3.111682551919999895e+01,1.000000000000000000e+00,2.350745448000000071e-01,2.748170031099999910e+00,4.221373091000000244e-01,4.824464776760000007e+01,3.388272808000000191e-01
1.516645732379999956e+01,1.824236261000000070e+02,3.408428346000000175e+01,8.959999999999999432e+01,6.591203703999999775e+00,2.601076399080000101e+01,1.000000000000000000e+00,1.373039621999999904e-01,2.430190543600000197e+00,3.369911157000000101e-01,3.184844173560000158e+01,2.778786030000000018e-01
2.009569498309999958e+01,1.027258470999999957e+02,8.071015618999999788e+02,4.760000000000000142e+01,2.241666667000000057e+00,3.905553671250000036e+01,1.000000000000000000e+00,1.842127795000000068e-01,2.563537306200000199e+00,4.116845407999999984e-01,1.409572895089999989e+01,4.710110609000000004e-01
1.941991939909999942e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.661666667000000075e+01,8.701388889000000404e+00,1.934892150419999979e+01,1.000000000000000000e+00,2.132059391999999998e-01,2.547843092599999970e+00,3.437735055000000206e-01,3.352893942179999698e+01,3.928933517000000042e-01
1.922380098949999905e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.054166666999999791e+01,4.256018518000000306e+00,3.554058611079999963e+01,1.000000000000000000e+00,2.829756386000000234e-01,2.862175462600000220e+00,5.487191544999999726e-01,2.886596234740000000e+01,1.758895629999999988e-01
1.825243029039999954e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.690833333000000493e+01,2.085648148000000202e+00,3.246196175000000039e+01,1.000000000000000000e+00,1.331388015999999952e-01,2.057201129200000089e+00,5.085059870000000481e-01,4.698638919369999911e+01,3.244790674999999958e-01
1.901080334579999942e+01,2.003125406999999925e+01,2.218645228000000191e+00,6.966666666999999791e+01,8.499999999999999778e-01,4.264599671250000057e+01,1.000000000000000000e+00,1.085831691999999959e-01,1.709083162099999997e+00,5.292572412999999587e-01,3.536340673499999809e+00,4.959809356000000058e-01
1.616169840299999905e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.903333332999999783e+01,-4.569907406999999644e+00,3.314171467580000296e+01,1.000000000000000000e+00,8.001710139999999860e-02,2.365830755400000207e+00,5.893161506999999855e-01,1.373853955799999937e+01,1.924735801999999940e-01
2.206756083410000002e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.994166667000000359e+01,1.946759259000000020e+00,1.986183821750000078e+01,1.000000000000000000e+00,2.534711479000000267e-01,1.970268767000000087e+00,4.320434429000000187e-01,2.181119459399999982e+01,2.533300070999999765e-01
1.823247399210000097e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.165833333000000493e+01,1.024907407000000070e+01,2.992727571749999882e+01,1.000000000000000000e+00,2.158444371000000084e-01,2.691070845000000045e+00,5.218123113999999507e-01,2.332678818999999848e+01,2.365209863000000134e-01
1.943592583330000068e+01,1.386979321000000027e+02,1.422046520999999952e+00,3.948333333000000067e+01,5.558333333000000209e+00,3.120253217500000176e+01,1.000000000000000000e+00,1.340480041000000067e-01,2.462504230399999994e+00,4.216427469999999844e-01,4.117070058880000261e+01,4.149809369999999942e-01
2.282487597280000102e+01,3.036525550000000067e+02,3.684562166000000047e+02,6.516666666999999791e+01,1.147777778000000026e+01,2.424611947749999885e+01,8.333333330000000649e-02,2.829756386000000234e-01,2.862175462600000220e+00,5.487191544999999726e-01,2.886596234740000000e+01,1.758895629999999988e-01
2.086128826830000094e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.768333333000000351e+01,-2.710648148000000202e+00,5.711793481499999814e+01,1.000000000000000000e+00,2.684772407000000083e-01,2.279050432600000065e+00,3.766026681999999903e-01,4.196658527929999849e+01,2.712348199999999876e-01
1.879650982769999956e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.855833332999999641e+01,7.474999999999999645e+00,3.143047215669999872e+01,1.000000000000000000e+00,1.440200541999999972e-01,1.655314581300000087e+00,3.193773587000000025e-01,4.372462060330000355e+01,3.093721944000000224e-01
1.408494727459999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.629166666999999791e+01,-5.143055556000000195e+00,3.295607402750000148e+01,1.000000000000000000e+00,1.599815193000000135e-01,2.848363144299999927e+00,4.409001539999999886e-01,1.901429099010000101e+01,4.144656874000000046e-01
1.560919217620000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.114166667000000643e+01,-2.735185185000000185e+00,4.382129444579999955e+01,1.000000000000000000e+00,2.865796962000000114e-01,2.119215956700000181e+00,6.403773078000000174e-01,4.144398825110000217e+01,4.603853795999999776e-01
1.434395629810000017e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.029166666999999791e+01,1.020185185000000061e+01,2.133521620420000175e+01,0.000000000000000000e+00,6.680072550000000497e-02,2.886941648300000107e+00,3.480416349000000076e-01,3.110008722550000115e+01,2.769038659999999985e-01
1.641126887460000106e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.799166667000000075e+01,1.039027777999999991e+01,3.629091899080000161e+01,1.000000000000000000e+00,5.352160260000000253e-02,2.089920753999999992e+00,5.243099891000000401e-01,5.734482733200000126e+00,1.895590658999999900e-01
1.740606610269999877e+01,3.053810697999999846e+01,9.351252963999999679e+01,4.450000000000000000e+01,-1.697222221999999947e+00,5.420805990750000092e+01,1.000000000000000000e+00,1.981672643999999872e-01,2.829752002799999833e+00,4.340546768999999916e-01,2.949221367060000176e+01,4.320996604999999824e-01
1.371183962179999938e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.320833333000000209e+01,-1.163101851999999958e+01,6.145567249999999859e+01,1.000000000000000000e+00,2.663097345000000060e-01,2.601122584200000087e+00,3.058108489999999957e-01,2.216156090200000151e+01,3.424798233999999941e-01
1.546767777860000059e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.460833332999999357e+01,-3.533333332999999854e+00,3.913964911920000134e+01,1.000000000000000000e+00,2.420718665000000103e-01,2.509137784500000024e+00,5.791207678999999997e-01,8.543806256199999893e+00,4.550143434000000209e-01
2.119388807849999878e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.576666667000000643e+01,1.315138888999999978e+01,2.374135607750000077e+01,0.000000000000000000e+00,9.054828839999999601e-02,1.671044895899999938e+00,4.691059322999999726e-01,2.602100498760000136e+01,2.024378648000000058e-01
1.743793921780000034e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.546666667000000217e+01,3.121296296000000137e+00,3.546911412920000117e+01,1.000000000000000000e+00,1.440200541999999972e-01,1.655314581300000087e+00,3.193773587000000025e-01,4.372462060330000355e+01,3.093721944000000224e-01
1.513958178420000067e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.329166666999999791e+01,-1.116111111000000022e+01,4.414933402919999850e+01,1.000000000000000000e+00,7.554433570000000653e-02,1.868506095499999908e+00,3.208837632000000051e-01,2.653373106980000173e+01,1.524154698999999891e-01
1.841088288939999984e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.244166666999999649e+01,-4.930555560000000059e-01,3.410538186250000336e+01,1.000000000000000000e+00,2.227328352999999872e-01,2.376870519800000192e+00,5.433338839000000364e-01,2.455092238470000154e+01,2.555279227000000208e-01
1.782305428409999948e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.323333333000000067e+01,-8.989351852000000420e+00,5.921584907420000121e+01,1.000000000000000000e+00,2.313370006999999895e-01,2.160094243400000114e+00,2.640031582999999848e-01,7.576064789300000157e+00,4.682267759000000029e-01
2.052496659250000022e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.245833333000000209e+01,1.630416667000000075e+01,2.387654994420000065e+01,0.000000000000000000e+00,7.848571899999999546e-02,2.688131793500000200e+00,4.840991427999999930e-01,3.060056691870000023e+01,3.804051995000000130e-01
2.977460687159999964e+01,3.013718018999999799e+02,3.876095260000000167e+02,5.174166667000000075e+01,2.151759258999999957e+01,1.448507846250000064e+01,0.000000000000000000e+00,1.585396154000000002e-01,2.352209233199999971e+00,6.265106499000000495e-01,1.614159214849999913e+01,2.053478347000000093e-01
1.462425721430000003e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.915833333000000493e+01,1.039351852000000020e+00,3.817358243500000015e+01,1.000000000000000000e+00,1.142415910999999978e-01,2.621433009300000005e+00,5.181810860000000130e-01,1.261786837130000016e+01,3.465913170000000099e-01
2.618049904349999935e+01,8.465077986999999382e+01,4.701369799999999960e-02,9.456666667000000359e+01,1.460648147999999935e+01,2.380940797250000074e+01,0.000000000000000000e+00,2.326281379000000038e-01,1.955572446499999950e+00,5.153454201999999595e-01,2.750938495189999955e+01,2.741258449000000263e-01
1.770701703860000009e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.792499999999999716e+01,1.205555556000000017e+01,2.190277825080000085e+01,9.166666666999999658e-01,1.394211758999999995e-01,2.196158657799999858e+00,3.609239843000000003e-01,1.852185781009999843e+01,1.190628945000000022e-01
2.262471645800000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.829166666999999791e+01,-8.365740739999999454e-01,5.151982976920000112e+01,1.000000000000000000e+00,1.994019324999999898e-01,1.800890794999999933e+00,2.877738199000000052e-01,8.695951284299999529e+00,3.445884660999999904e-01
1.899187675479999982e+01,9.326391574000000517e+00,1.167208731000000022e+01,6.118333333000000351e+01,-1.866203703999999908e+00,5.960161194580000199e+01,1.000000000000000000e+00,2.702483786000000054e-01,1.872574921200000020e+00,3.263610218999999923e-01,3.038812932000000089e+01,3.533068618999999910e-01
2.165249266340000034e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.085833333000000067e+01,8.796296295999999515e+00,2.798996893079999992e+01,1.000000000000000000e+00,2.408717206000000055e-01,2.417902788400000169e+00,5.991775386000000037e-01,3.713669388299999952e+01,2.037202406999999993e-01
1.453841874439999948e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.791666666999999791e+01,3.462962960000000034e-01,3.026166161920000164e+01,1.000000000000000000e+00,1.085831691999999959e-01,1.709083162099999997e+00,5.292572412999999587e-01,3.536340673499999809e+00,4.959809356000000058e-01
1.926429998720000114e+01,9.324571285999999404e+00,1.381133385999999952e+01,5.870000000000000284e+01,-4.530555556000000372e+00,5.450639124920000000e+01,1.000000000000000000e+00,1.884657831000000061e-01,2.740304205600000209e+00,5.678797039999999852e-01,3.822496077899999900e+00,3.008839040999999881e-01
2.511968805309999908e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.530833332999999641e+01,1.556064815000000046e+01,2.460112825919999935e+01,0.000000000000000000e+00,1.633169486000000115e-01,2.254517423399999831e+00,5.773433849000000340e-01,4.792571826399999679e+01,2.175732471999999862e-01
1.982548891520000112e+01,5.260684418999999679e+01,7.309950729999999952e-01,9.065833333000000493e+01,4.275925926000000210e+00,3.740306852829999684e+01,1.000000000000000000e+00,1.271159236999999942e-01,2.665081828399999964e+00,5.544705996000000026e-01,1.526157107170000060e+01,4.628431110999999820e-01
1.700824512439999836e+01,1.412187388000000112e+02,4.102838839999999876e-01,7.669166667000000359e+01,4.431944445000000066e+00,2.858401382419999948e+01,1.000000000000000000e+00,1.991656276000000059e-01,2.551484849399999977e+00,6.442630435999999738e-01,2.429634411099999980e+01,2.843696584000000027e-01
2.051530109020000125e+01,4.147899457999999839e+01,2.408827145000000058e+00,8.350000000000000000e+01,4.747222222000000436e+00,3.679023710749999765e+01,1.000000000000000000e+00,1.239990360000000069e-01,2.571716005199999877e+00,3.749944383000000103e-01,1.383326946070000041e+01,4.079466771999999963e-01
1.792016847849999905e+01,1.883650441999999998e+02,2.575504271000000145e+01,8.259999999999999432e+01,-7.037037037000000161e+00,6.016101601919999808e+01,1.000000000000000000e+00,2.267403461999999981e-01,2.816726938499999999e+00,5.149333659000000507e-01,3.754519040209999758e+01,4.669602849000000222e-01
2.309258595260000035e+01,2.268283859999999947e+02,1.821564219999999921e+02,7.919166667000000359e+01,1.529629626000000009e+01,2.301848007919999972e+01,0.000000000000000000e+00,2.655301809000000235e-01,2.755855249700000176e+00,3.955192190999999857e-01,3.367320874979999701e+01,4.460294797000000089e-01
1.922585500980000006e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.898333332999999357e+01,7.310185184999999919e+00,3.221412490579999854e+01,1.000000000000000000e+00,1.938259316000000010e-01,1.978356563499999998e+00,6.050987565000000012e-01,4.862129009699999926e+01,2.232466290000000020e-01
2.272158321799999925e+01,1.210656769999999938e+02,4.333324600999999916e+02,5.734166667000000217e+01,-3.338888889000000137e+00,6.020328624999999789e+01,1.000000000000000000e+00,2.169836062000000121e-01,1.585008045399999954e+00,5.046352868000000269e-01,3.218011620069999879e+01,2.256478554000000136e-01
1.961562208699999843e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.440833333000000493e+01,-8.166666670000000128e-01,3.272894676079999954e+01,1.000000000000000000e+00,1.585396154000000002e-01,2.352209233199999971e+00,6.265106499000000495e-01,1.614159214849999913e+01,2.053478347000000093e-01
2.250936779299999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.233333333000000209e+01,1.308657406999999928e+01,2.612377384670000069e+01,1.000000000000000000e+00,2.406674192999999906e-01,2.034782186200000176e+00,4.566272402000000064e-01,1.285527935500000041e+01,2.008498700999999942e-01
1.960132678909999981e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.091666666999999791e+01,6.589351852000000065e+00,1.889163171330000068e+01,1.000000000000000000e+00,2.762218148999999734e-01,2.951908935900000142e+00,3.424779914000000147e-01,2.542012715510000120e+01,1.442420717000000019e-01
1.823301375970000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.757500000000000284e+01,3.090740740999999847e+00,4.801154854749999856e+01,1.000000000000000000e+00,8.798342080000000343e-02,2.514267435499999870e+00,5.197688043000000535e-01,3.164578918870000024e+01,2.896765668999999876e-01
2.325278389289999836e+01,1.972949086999999935e+01,8.528281644999999571e+02,5.493333333000000351e+01,-8.954166667000000857e+00,6.121300453580000323e+01,1.000000000000000000e+00,1.622388411000000030e-01,2.300008242900000166e+00,4.569562672999999964e-01,1.041079646530000069e+01,1.347039926999999970e-01
2.259841173759999933e+01,1.003557546000000045e+01,1.033323219999999987e+00,9.045000000000000284e+01,4.536111111000000307e+00,3.659879029079999668e+01,1.000000000000000000e+00,1.783811170999999862e-01,2.332876908799999871e+00,4.087971785999999774e-01,1.312017124099999954e+01,1.814288494000000085e-01
1.940345444100000094e+01,8.655716590000000110e+01,6.742884411999999656e+02,6.980833332999999641e+01,-6.410185184999999564e+00,5.221852120249999984e+01,1.000000000000000000e+00,2.477235620000000083e-01,2.856900302300000138e+00,4.803113962000000181e-01,4.635749587800000349e+00,4.999679731000000182e-01
2.483676482690000142e+01,7.424834675999999689e+00,1.579548843999999974e+02,4.118333333000000351e+01,1.472175926000000068e+01,2.250919907420000143e+01,0.000000000000000000e+00,1.703678943999999973e-01,1.772790776999999984e+00,3.705132559000000048e-01,2.529390746729999861e+01,2.641600161000000058e-01
2.237228641880000168e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.532500000000000284e+01,1.534768518999999998e+01,2.465690138829999967e+01,0.000000000000000000e+00,2.267403461999999981e-01,2.816726938499999999e+00,5.149333659000000507e-01,3.754519040209999758e+01,4.669602849000000222e-01
1.545396062610000065e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.272499999999999432e+01,1.057638889000000049e+01,2.996565583750000172e+01,1.000000000000000000e+00,6.279127190000000081e-02,2.940606037199999800e+00,3.385156360000000086e-01,9.978957939700000779e+00,4.498115543000000272e-01
1.723282258640000109e+01,5.061655927999999705e+01,2.613150562999999948e+01,7.292499999999999716e+01,3.494444445000000066e+00,3.841468236170000239e+01,1.000000000000000000e+00,7.142951409999999390e-02,2.982613336400000037e+00,5.509336772999999798e-01,4.346967343360000058e+01,4.410813841999999818e-01
2.012845313640000100e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.361666667000000075e+01,1.455925925999999926e+01,2.381614394420000025e+01,0.000000000000000000e+00,1.842127795000000068e-01,2.563537306200000199e+00,4.116845407999999984e-01,1.409572895089999989e+01,4.710110609000000004e-01
2.676926863670000145e+01,2.001932174000000089e+02,1.807502794000000108e+02,5.327499999999999858e+01,-3.203703704000000041e+00,4.743962495329999740e+01,1.000000000000000000e+00,2.815525891999999808e-01,1.653706732400000101e+00,5.619238878000000215e-01,1.590113892459999967e+01,1.714951322999999916e-01
1.377629195729999978e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.293333332999999641e+01,-1.787500000000000089e+00,3.963540416579999714e+01,1.000000000000000000e+00,6.561092790000000452e-02,2.947902886200000072e+00,4.371774735000000245e-01,7.766427503700000123e+00,2.637974994999999767e-01
1.829483417659999844e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.879999999999999716e+01,1.529861110999999951e+01,2.248507016579999984e+01,0.000000000000000000e+00,1.187151931999999993e-01,1.737637794100000077e+00,5.088076930999999581e-01,6.442176982400000362e+00,4.596239881999999999e-01
1.833154879450000152e+01,6.585200269999999989e+01,4.178960980000000092e+01,6.051666666999999933e+01,7.643518518999999678e+00,5.953053962999999982e+01,1.000000000000000000e+00,2.933897784999999758e-01,2.105538099899999960e+00,5.131689552999999515e-01,3.437231285799999814e+00,4.224752874000000102e-01
2.308857195739999923e+01,1.374364946999999972e+02,2.386693665000000131e+00,8.039166667000000643e+01,1.054953704000000059e+01,3.284654925750000132e+01,1.000000000000000000e+00,2.122891625999999976e-01,2.356785150099999893e+00,3.973769340000000150e-01,1.833038935200000052e+00,2.463426620999999983e-01
1.950168480459999998e+01,1.648755568999999923e+02,1.850834944000000064e+02,7.851666667000000643e+01,-2.924074073999999968e+00,4.977377861080000088e+01,1.000000000000000000e+00,7.002220720000000564e-02,1.850064945900000035e+00,3.343015549000000197e-01,4.720361650280000276e+01,2.929629562000000131e-01
2.128271363829999885e+01,1.280698399999999992e+02,7.836474392000000080e+02,7.146666666999999507e+01,1.325601851999999958e+01,2.415638717670000091e+01,1.000000000000000000e+00,2.037290737999999934e-01,2.152093511899999978e+00,5.661451884999999518e-01,1.685813247629999978e+01,2.303610584999999933e-01
2.221970420790000134e+01,5.669719229999999754e+01,1.537142169999999863e-01,9.770833333000000209e+01,1.083425925999999961e+01,1.412245854180000038e+01,2.500000000000000000e-01,9.653131349999999333e-02,1.605331175499999929e+00,5.273159701999999838e-01,3.016008742220000016e+01,1.484588988999999970e-01
1.851115268370000067e+01,1.726512702999999931e+02,2.605721103999999855e+02,5.680833333000000351e+01,6.901388888999999693e+00,2.125837911169999828e+01,1.000000000000000000e+00,6.022974229999999984e-02,1.507888977199999925e+00,4.073089820999999944e-01,4.904142277400000083e+00,3.118247606999999810e-01
2.203988656590000161e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,9.883333333999999581e+00,2.315176064830000158e+01,0.000000000000000000e+00,8.430858550000000506e-02,1.646759754799999920e+00,3.920673349000000085e-01,4.989058941590000273e+01,1.856184147999999923e-01
2.228645061670000160e+01,9.374983915999999340e+01,6.294872663999999673e+01,7.425000000000000000e+01,6.462037203999999591e+00,3.714014786079999908e+01,1.000000000000000000e+00,1.932835307000000113e-01,1.572545910899999955e+00,6.330513010999999635e-01,2.440885879940000081e+01,3.166925946999999963e-01
2.017457305099999942e+01,1.138396429000000012e+02,8.073455512000000454e+02,4.320833333000000209e+01,1.735648147999999891e+00,2.993043190579999902e+01,1.000000000000000000e+00,1.035779971999999938e-01,2.493013683100000044e+00,3.283850870999999727e-01,1.621953167350000058e+01,4.109065855999999850e-01
2.503812506739999932e+01,1.311363110000000063e+02,7.817561570000000302e+02,2.925833332999999925e+01,1.410138889000000084e+01,2.324471730169999972e+01,5.833333333000000342e-01,1.180711792999999954e-01,2.316861128299999795e+00,2.860638987999999938e-01,1.011490443659999983e+01,2.838955046000000149e-01
1.889675126819999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.279999999999999716e+01,1.034722222000000080e+01,4.029869295830000198e+01,1.000000000000000000e+00,1.070165490999999969e-01,2.444688327100000169e+00,2.564640544999999827e-01,4.467976210879999854e+01,1.943179882999999941e-01
1.712402963250000099e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.918333332999999641e+01,1.008333332999999943e+00,3.873030541749999855e+01,1.000000000000000000e+00,8.001710139999999860e-02,2.365830755400000207e+00,5.893161506999999855e-01,1.373853955799999937e+01,1.924735801999999940e-01
1.842396692539999847e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.586666667000000075e+01,4.851851852000000243e+00,3.516726525419999660e+01,1.000000000000000000e+00,2.714875010000000199e-01,1.623342446999999966e+00,4.550008822000000119e-01,1.645873386899999957e+00,3.362876144999999983e-01
1.723801671220000031e+01,1.056120396999999969e+02,3.405490989999999840e+01,5.207500000000000284e+01,7.343518517999999773e+00,3.334902687080000305e+01,1.000000000000000000e+00,2.132059391999999998e-01,2.547843092599999970e+00,3.437735055000000206e-01,3.352893942179999698e+01,3.928933517000000042e-01
2.139205610129999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.606666667000000359e+01,1.571759259000000064e+01,2.387289832500000131e+01,0.000000000000000000e+00,1.493907016999999893e-01,1.811423493800000006e+00,2.509650708000000230e-01,3.429588351679999647e+01,3.653366800000000247e-01
1.634439532020000030e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.740000000000000568e+01,2.118981481000000056e+00,3.582768033330000179e+01,1.000000000000000000e+00,7.002220720000000564e-02,1.850064945900000035e+00,3.343015549000000197e-01,4.720361650280000276e+01,2.929629562000000131e-01
2.065449592879999940e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.765833333000000493e+01,5.565740740999999936e+00,3.447552287919999969e+01,1.000000000000000000e+00,8.001710139999999860e-02,2.365830755400000207e+00,5.893161506999999855e-01,1.373853955799999937e+01,1.924735801999999940e-01
1.783182237890000010e+01,2.256916152000000011e+02,3.268843588999999952e+02,5.917499999999999716e+01,1.271111110999999916e+01,2.321235022169999951e+01,1.000000000000000000e+00,2.655301809000000235e-01,2.755855249700000176e+00,3.955192190999999857e-01,3.367320874979999701e+01,4.460294797000000089e-01
1.931702118320000139e+01,2.308420790000000125e+02,2.050251057000000117e+02,6.636666667000000075e+01,1.198657406999999964e+01,2.395711490749999939e+01,1.000000000000000000e+00,6.467892969999999853e-02,1.919341361699999915e+00,3.256681861999999872e-01,4.006500938210000129e+01,1.505281772000000018e-01
1.398505600120000025e+01,3.712768313000000120e+01,4.257958061000000072e+01,8.306666667000000359e+01,-1.150046296000000012e+01,6.659923597169999709e+01,1.000000000000000000e+00,1.599815193000000135e-01,2.848363144299999927e+00,4.409001539999999886e-01,1.901429099010000101e+01,4.144656874000000046e-01
2.179237630080000088e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.207500000000000284e+01,1.306898147999999971e+01,2.347345478669999963e+01,1.000000000000000000e+00,2.770852073999999776e-01,2.124698429599999994e+00,3.110066867999999873e-01,4.258425037010000125e+01,1.886024213999999977e-01
2.385552695810000046e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.790000000000000568e+01,2.109722221999999814e+00,3.145856624420000003e+01,1.000000000000000000e+00,2.637190441000000218e-01,2.022434243999999826e+00,6.010342381000000067e-01,1.747806920020000021e+01,1.043795676000000006e-01
1.733734537029999956e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.065000000000000568e+01,9.784722222999999275e+00,2.803002267080000109e+01,1.000000000000000000e+00,2.884904166000000214e-01,2.917148378099999828e+00,3.559130075999999976e-01,1.541107437900000043e+01,4.274931631000000176e-01
1.435076978779999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.416666666999999791e+01,-4.394444445000000421e+00,3.289253822669999749e+01,1.000000000000000000e+00,2.977896553000000113e-01,2.526122456299999985e+00,5.517488959999999887e-01,2.383400514599999909e+00,3.508201946000000238e-01
1.567859165289999979e+01,1.237766778999999957e+02,1.567670575999999869e+02,6.467499999999999716e+01,-7.680555554999999757e+00,5.965897337919999899e+01,1.000000000000000000e+00,2.470504189000000128e-01,2.157856190499999993e+00,3.077938704000000025e-01,2.014517275889999937e+01,3.767810227999999761e-01
1.771025558059999838e+01,6.585200269999999989e+01,4.178960980000000092e+01,6.051666666999999933e+01,7.643518518999999678e+00,5.953053962999999982e+01,1.000000000000000000e+00,2.795081180000000276e-01,1.833413098000000074e+00,2.571511922999999977e-01,3.811447783349999696e+01,4.784992665000000200e-01
2.218290025110000130e+01,1.211796030000000002e+02,1.747472842999999942e+00,6.445000000000000284e+01,1.419814814999999975e+01,2.205387360170000122e+01,1.000000000000000000e+00,2.428013729000000065e-01,2.327267569099999989e+00,4.392897868000000261e-01,1.327173205210000084e+01,3.569103504999999732e-01
2.286590317319999954e+01,6.204845179000000144e+01,3.061054050999999987e+01,6.427500000000000568e+01,-3.140740741000000114e+00,4.592213009169999793e+01,1.000000000000000000e+00,2.949110826999999935e-01,2.372773769300000168e+00,2.655412192000000116e-01,8.970682135900000631e+00,1.398742447999999916e-01
1.693187807720000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.932500000000000284e+01,9.000000000000000222e-01,3.407595304169999650e+01,1.000000000000000000e+00,1.509678002000000019e-01,2.081993919899999934e+00,3.781651054999999872e-01,3.534644445120000000e+01,4.430212258999999819e-01
